interaction_id,user_id,hackathon_id,type,timestamp,text
I02887,U0539,H023,discord_message,2026-06-27T20:54:06,"going to sleep for 90 minutes, ping me if the build breaks"
I02888,U0539,H023,comment,2026-07-03T20:46:04,Anyone have a spare USB-C charger? Ours walked off.
I02889,U0539,H012,discord_message,2025-03-17T18:20:47,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I02890,U0539,H023,workshop_attended,2026-07-02T08:12:52,
I02891,U0540,H014,question,2025-06-01T12:51:20,Are we expected to present on the main stage or at our table?
I02892,U0540,H014,discord_message,2025-06-10T20:21:02,can someone take screenshots for the submission while i fix the deploy
I02893,U0540,H014,comment,2025-06-09T13:01:48,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I02894,U0542,H022,discord_message,2026-05-09T18:01:28,"we are cutting the matchmaking feature, no time"
I02895,U0542,H022,answered_question,2026-05-15T16:53:02,"Use a hotspot for the demo, the venue wifi drops under load every year."
I02896,U0542,,discord_message,2026-05-16T16:53:02,"we are cutting the matchmaking feature, no time"
I02897,U0542,H022,question,2026-05-10T15:42:27,Are teams allowed to be four people or is three the cap this time?
I02898,U0543,H003,profile_update,2024-04-19T15:10:27,
I02899,U0543,H003,discord_message,2024-03-31T21:48:28,"demo script is in the shared doc, please read it before we rehearse"
I02900,U0543,H001,comment,2024-01-02T20:51:23,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I02901,U0543,,comment,2024-06-11T22:39:21,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I02902,U0543,H003,comment,2024-04-03T18:41:43,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I02903,U0543,H001,question,2024-01-13T20:04:39,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I02904,U0543,H003,question,2024-03-25T11:57:37,Is there a template for the submission writeup anywhere?
I02905,U0543,,question,2025-05-18T21:00:35,"How long do we get for the demo, including questions?"
I02906,U0543,,discord_message,2026-05-07T10:06:46,"pushing the fix now, pull before you touch the retrieval service"
I02907,U0543,H006,comment,2024-08-17T14:43:50,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I02908,U0543,,question,2025-09-21T14:52:48,What happens if our deployment goes down during judging?
I02909,U0543,H006,comment,2024-07-30T20:50:57,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I02910,U0543,,discord_message,2025-01-22T14:38:36,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I02911,U0544,H014,question,2025-06-01T11:46:20,Is the dataset they provided allowed to be augmented with external data?
I02912,U0544,H014,question,2025-06-22T22:18:20,What is the best way to handle auth for a demo that has to work offline?
I02913,U0544,H002,comment,2024-02-12T09:59:48,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I02914,U0544,H002,answered_question,2024-02-26T12:47:03,Rate limit is 60 requests per minute per key. Batch your calls.
I02915,U0544,H014,comment,2025-06-09T13:50:32,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I02916,U0544,H002,comment,2024-02-09T19:16:47,"Our team is two people short, DM me if you want to join a GenAI track build."
I02917,U0544,H014,comment,2025-06-23T21:23:41,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I02918,U0544,,question,2025-06-30T14:45:52,Are teams allowed to be four people or is three the cap this time?
I02919,U0544,H002,answered_question,2024-02-18T23:33:50,Rate limit is 60 requests per minute per key. Batch your calls.
I02920,U0545,H023,answered_question,2026-07-12T20:41:55,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I02921,U0545,H005,discord_message,2024-06-21T16:08:55,can someone take screenshots for the submission while i fix the deploy
I02922,U0545,,discord_message,2024-06-22T22:24:05,anyone awake? stuck on a merge conflict in the schema file
I02923,U0545,H023,comment,2026-06-24T23:00:52,Does the sponsor prize require using their hosted version or is self-hosted fine?
I02924,U0545,H023,discord_message,2026-07-06T09:00:39,"found the bug, it was a timezone thing in the date parsing"
I02925,U0545,,comment,2024-10-29T13:33:37,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I02926,U0545,H020,answered_question,2026-02-13T22:15:09,"The cap is four this time, it changed from last edition."
I02927,U0546,,question,2025-07-02T09:16:27,What is the best way to handle auth for a demo that has to work offline?
I02928,U0546,H016,discord_message,2025-09-06T19:42:28,anyone awake? stuck on a merge conflict in the schema file
I02929,U0546,H016,comment,2025-09-10T19:03:54,Does the sponsor prize require using their hosted version or is self-hosted fine?
I02930,U0547,H014,comment,2025-06-01T17:35:18,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I02931,U0547,,comment,2025-07-18T18:20:08,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I02932,U0548,H011,discord_message,2025-02-05T15:52:27,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I02933,U0548,H011,comment,2025-02-22T13:04:17,"Our team is two people short, DM me if you want to join a GenAI track build."
I02934,U0548,H011,answered_question,2025-02-15T16:45:21,You get three minutes plus two for questions. They are strict about it.
I02935,U0548,,comment,2026-08-30T23:13:20,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I02936,U0549,,discord_message,2025-01-29T19:38:39,"moving our table to near the power outlets, we are at 22 now"
I02937,U0549,,question,2025-11-13T09:46:56,Is model fine-tuning allowed or is it inference only?
I02938,U0550,,discord_message,2026-05-04T22:28:09,"pushing the fix now, pull before you touch the retrieval service"
I02939,U0550,H013,workshop_attended,2025-04-29T09:33:05,
I02940,U0550,,question,2025-03-09T08:05:07,Do judges want to see the code or just the running product?
I02941,U0550,,answered_question,2025-03-20T22:02:12,"For offline auth just stub it and say so, nobody marks you down for that."
I02942,U0551,H013,question,2025-04-30T17:29:55,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I02943,U0551,H013,question,2025-05-07T20:38:37,Is the dataset they provided allowed to be augmented with external data?
I02944,U0551,H013,question,2025-05-06T13:03:15,What is the best way to handle auth for a demo that has to work offline?
I02945,U0552,H015,discord_message,2025-07-27T22:23:50,"pushing the fix now, pull before you touch the retrieval service"
I02946,U0552,H015,answered_question,2025-07-15T20:05:12,"For offline auth just stub it and say so, nobody marks you down for that."
I02947,U0552,,comment,2026-08-20T13:16:02,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I02948,U0552,,comment,2026-06-18T16:34:33,Anyone have a spare USB-C charger? Ours walked off.
I02949,U0552,,answered_question,2026-07-01T18:31:20,Fine-tuning is allowed. Two teams did it last year.
I02950,U0553,,discord_message,2026-01-23T15:08:11,"moving our table to near the power outlets, we are at 22 now"
I02951,U0553,H011,comment,2025-02-23T11:48:52,The mentor feedback on scoping was the single most useful thing this weekend.
I02952,U0553,H011,answered_question,2025-02-21T11:46:55,"Use a hotspot for the demo, the venue wifi drops under load every year."
I02953,U0553,,answered_question,2025-09-16T17:49:56,"Judges look at the running product first, code only if they have doubts."
I02954,U0553,H011,profile_update,2025-02-09T16:14:44,
I02955,U0553,H011,comment,2025-02-04T16:55:36,"The graph database workshop was much better than I expected, worth the hour."
I02956,U0554,,workshop_attended,2026-01-09T13:59:14,
I02957,U0554,,answered_question,2025-09-13T19:38:35,Fine-tuning is allowed. Two teams did it last year.
I02958,U0554,H005,answered_question,2024-06-30T14:10:25,You can augment the dataset as long as you declare the extra sources.
I02959,U0554,H005,question,2024-07-07T11:42:05,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I02960,U0554,H001,question,2024-01-05T12:12:09,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I02961,U0555,,answered_question,2024-12-11T11:34:09,You can augment the dataset as long as you declare the extra sources.
I02962,U0555,H024,workshop_attended,2026-08-15T14:08:55,
I02963,U0555,H020,workshop_attended,2026-02-10T10:45:26,
I02964,U0555,H014,discord_message,2025-05-30T08:57:50,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I02965,U0555,,comment,2024-01-24T15:19:24,Anyone have a spare USB-C charger? Ours walked off.
I02966,U0555,H012,discord_message,2025-03-27T12:11:30,"moving our table to near the power outlets, we are at 22 now"
I02967,U0555,H020,question,2026-02-23T12:06:56,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I02968,U0555,,comment,2024-07-13T10:18:14,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I02969,U0555,H014,comment,2025-05-29T17:36:13,Does the sponsor prize require using their hosted version or is self-hosted fine?
I02970,U0555,H002,answered_question,2024-02-22T11:13:10,Fine-tuning is allowed. Two teams did it last year.
I02971,U0555,H002,workshop_attended,2024-02-12T13:31:41,
I02972,U0555,,question,2025-06-15T18:16:19,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I02973,U0555,,answered_question,2025-11-12T22:23:36,"Use a hotspot for the demo, the venue wifi drops under load every year."
I02974,U0555,H005,answered_question,2024-06-30T16:05:56,"Use a hotspot for the demo, the venue wifi drops under load every year."
I02975,U0555,H002,comment,2024-02-21T08:37:08,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I02976,U0555,,question,2026-09-06T10:54:06,Do judges want to see the code or just the running product?
I02977,U0555,,discord_message,2024-12-16T09:29:32,can someone take screenshots for the submission while i fix the deploy
I02978,U0555,H023,question,2026-07-14T12:40:29,Is model fine-tuning allowed or is it inference only?
I02979,U0555,H002,discord_message,2024-02-21T17:09:51,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I02980,U0555,,answered_question,2024-06-25T11:49:18,"Use a hotspot for the demo, the venue wifi drops under load every year."
I02981,U0555,H012,discord_message,2025-03-16T13:33:28,"pushing the fix now, pull before you touch the retrieval service"
I02982,U0555,H023,discord_message,2026-06-28T21:20:48,"the api key rotated, new one is in the env file on the shared drive"
I02983,U0555,,question,2026-01-11T13:35:19,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I02984,U0556,,discord_message,2026-02-21T20:19:13,"moving our table to near the power outlets, we are at 22 now"
I02985,U0556,H016,answered_question,2025-08-23T15:19:10,"For offline auth just stub it and say so, nobody marks you down for that."
I02986,U0556,,discord_message,2024-05-09T18:05:41,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I02987,U0556,H010,answered_question,2025-01-13T08:01:40,"You can be on two teams but you can only win once, which they enforce."
I02988,U0556,H016,workshop_attended,2025-08-30T20:28:25,
I02989,U0556,H016,question,2025-08-21T13:41:27,What happens if our deployment goes down during judging?
I02990,U0558,H011,discord_message,2025-02-27T17:35:03,anyone awake? stuck on a merge conflict in the schema file
I02991,U0558,H014,question,2025-06-20T20:14:01,Do judges want to see the code or just the running product?
I02992,U0558,H014,answered_question,2025-06-01T12:37:45,"Use a hotspot for the demo, the venue wifi drops under load every year."
I02993,U0558,,comment,2026-05-16T23:52:07,"Our demo broke live and we still placed, so do not panic if yours does."
I02994,U0559,,comment,2026-02-19T08:37:12,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I02995,U0559,H011,comment,2025-02-23T13:04:11,"Our demo broke live and we still placed, so do not panic if yours does."
I02996,U0559,H011,discord_message,2025-02-13T14:16:53,"going to sleep for 90 minutes, ping me if the build breaks"
I02997,U0564,,question,2026-06-05T15:12:23,Do judges want to see the code or just the running product?
I02998,U0565,H002,workshop_attended,2024-02-28T10:53:45,
I02999,U0565,,answered_question,2026-04-18T09:32:31,"If your deployment dies they will let you show a recording, but tell them beforehand."
I03000,U0565,H008,answered_question,2024-11-02T22:25:17,"For offline auth just stub it and say so, nobody marks you down for that."
I03001,U0565,H003,workshop_attended,2024-04-01T22:51:07,
I03002,U0565,H004,answered_question,2024-05-26T17:06:35,The writeup template is linked in the pinned message on the announcements channel.
I03003,U0565,H024,comment,2026-08-13T17:49:07,"Judging felt fair this time, the rubric being published in advance helped a lot."
I03004,U0565,H003,discord_message,2024-04-12T19:19:46,can someone take screenshots for the submission while i fix the deploy
I03005,U0565,H019,discord_message,2026-01-16T20:07:38,"we are cutting the matchmaking feature, no time"
I03006,U0565,H002,discord_message,2024-02-10T21:14:12,"the api key rotated, new one is in the env file on the shared drive"
I03007,U0565,,discord_message,2024-07-12T22:50:25,can someone take screenshots for the submission while i fix the deploy
I03008,U0565,,workshop_attended,2025-01-17T22:36:34,
I03009,U0565,H001,profile_update,2024-01-15T15:35:44,
I03010,U0565,H020,answered_question,2026-02-04T22:35:46,"For offline auth just stub it and say so, nobody marks you down for that."
I03011,U0565,H011,discord_message,2025-02-06T17:36:23,can someone take screenshots for the submission while i fix the deploy
I03012,U0565,,discord_message,2024-10-25T14:27:21,"demo script is in the shared doc, please read it before we rehearse"
I03013,U0565,H008,question,2024-11-02T10:55:05,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I03014,U0565,H002,profile_update,2024-02-28T20:34:19,
I03015,U0565,,discord_message,2025-05-18T12:36:10,"going to sleep for 90 minutes, ping me if the build breaks"
I03016,U0565,H020,answered_question,2026-02-12T10:19:02,"If your deployment dies they will let you show a recording, but tell them beforehand."
I03017,U0565,H019,comment,2025-12-25T18:53:07,Coffee has run out on floor 2 for anyone planning their next hour around it.
I03018,U0565,H003,answered_question,2024-04-10T22:00:13,"If your deployment dies they will let you show a recording, but tell them beforehand."
I03019,U0565,,comment,2025-11-06T18:09:47,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I03020,U0565,H024,profile_update,2026-08-04T11:02:53,
I03021,U0565,H008,question,2024-10-15T21:48:38,"What counts as ""using"" the sponsor tech for the prize track?"
I03022,U0565,,answered_question,2025-08-26T19:13:39,You get three minutes plus two for questions. They are strict about it.
I03023,U0565,H020,workshop_attended,2026-02-11T16:29:03,
I03024,U0565,H002,question,2024-02-18T20:59:46,Do judges want to see the code or just the running product?
I03025,U0565,H001,discord_message,2024-01-18T14:28:44,"moving our table to near the power outlets, we are at 22 now"
I03026,U0565,H020,discord_message,2026-02-08T13:26:01,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I03027,U0566,H021,comment,2026-04-06T20:40:32,"Our team is two people short, DM me if you want to join a GenAI track build."
I03028,U0566,H023,discord_message,2026-07-12T12:51:49,"going to sleep for 90 minutes, ping me if the build breaks"
I03029,U0566,H015,question,2025-08-04T13:02:38,Are teams allowed to be four people or is three the cap this time?
I03030,U0566,,discord_message,2026-06-16T15:56:45,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I03031,U0566,,question,2025-04-06T12:42:50,Is there a template for the submission writeup anywhere?
I03032,U0566,H017,question,2025-10-09T15:50:41,"How long do we get for the demo, including questions?"
I03033,U0566,,question,2025-08-28T16:02:47,What happens if our deployment goes down during judging?
I03034,U0566,H021,question,2026-04-15T09:25:25,Is the dataset they provided allowed to be augmented with external data?
I03035,U0566,H006,answered_question,2024-08-08T15:09:09,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I03036,U0566,,comment,2025-10-30T09:31:34,Really liked that the results were announced with the score breakdown.
I03037,U0566,H010,question,2024-12-30T10:48:46,Is there a template for the submission writeup anywhere?
I03038,U0566,,question,2026-07-08T08:34:34,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I03039,U0566,,answered_question,2024-01-25T20:31:33,"If your deployment dies they will let you show a recording, but tell them beforehand."
I03040,U0566,,discord_message,2025-01-27T08:25:18,"found the bug, it was a timezone thing in the date parsing"
I03041,U0566,H009,answered_question,2024-12-18T17:55:44,You get three minutes plus two for questions. They are strict about it.
I03042,U0566,H019,workshop_attended,2026-01-16T17:32:40,
I03043,U0566,H001,comment,2024-01-09T14:07:31,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I03044,U0566,H023,question,2026-06-20T17:47:29,Are teams allowed to be four people or is three the cap this time?
I03045,U0566,H015,question,2025-07-19T17:54:01,What happens if our deployment goes down during judging?
I03046,U0566,H019,discord_message,2025-12-25T18:14:28,"we are cutting the matchmaking feature, no time"
I03047,U0566,,discord_message,2025-05-11T17:29:41,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I03048,U0566,,discord_message,2025-05-13T13:15:33,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I03049,U0566,H017,answered_question,2025-10-10T16:02:48,"For offline auth just stub it and say so, nobody marks you down for that."
I03050,U0566,H015,question,2025-07-20T08:18:40,"How long do we get for the demo, including questions?"
I03051,U0566,H019,comment,2026-01-01T16:25:59,Really liked that the results were announced with the score breakdown.
I03052,U0566,H015,discord_message,2025-07-19T23:03:51,"last commit before freeze, do not push anything after this"
I03053,U0566,H023,comment,2026-07-06T11:14:04,"Judging felt fair this time, the rubric being published in advance helped a lot."
I03054,U0566,,question,2026-08-04T08:10:07,Are we expected to present on the main stage or at our table?
I03055,U0566,H009,discord_message,2024-12-15T13:45:29,can someone take screenshots for the submission while i fix the deploy
I03056,U0566,H001,question,2024-01-09T08:49:28,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I03057,U0566,,answered_question,2024-10-12T23:39:27,"If your deployment dies they will let you show a recording, but tell them beforehand."
I03058,U0566,H001,answered_question,2024-01-21T12:03:33,"Use a hotspot for the demo, the venue wifi drops under load every year."
I03059,U0566,H021,profile_update,2026-04-08T15:31:01,
I03060,U0569,,comment,2024-08-30T21:51:39,Finally got the deployment working. The build was failing because of a Node version mismatch.
I03061,U0569,H008,discord_message,2024-10-27T16:08:31,"found the bug, it was a timezone thing in the date parsing"
I03062,U0569,H008,question,2024-10-26T21:50:41,Can one person be on two teams for different tracks?
I03063,U0569,H008,comment,2024-10-31T22:18:39,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I03064,U0571,H022,comment,2026-05-20T23:49:26,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I03065,U0571,H022,workshop_attended,2026-05-27T19:32:09,
I03066,U0571,H022,question,2026-05-27T21:55:34,What happens if our deployment goes down during judging?
I03067,U0572,,answered_question,2026-07-16T12:10:13,"You can be on two teams but you can only win once, which they enforce."
I03068,U0572,H010,answered_question,2025-01-16T16:32:14,You can augment the dataset as long as you declare the extra sources.
I03069,U0572,H010,comment,2025-01-24T13:16:41,"The graph database workshop was much better than I expected, worth the hour."
I03070,U0573,H015,question,2025-07-07T10:26:23,Is model fine-tuning allowed or is it inference only?
I03071,U0573,,comment,2026-09-13T18:23:21,Third hackathon here and the organisation keeps getting better.
I03072,U0573,H015,profile_update,2025-07-12T18:18:53,
I03073,U0574,H004,comment,2024-05-31T20:21:13,Anyone have a spare USB-C charger? Ours walked off.
I03074,U0574,H023,workshop_attended,2026-06-23T15:22:20,
I03075,U0574,H004,answered_question,2024-05-16T22:50:40,You can augment the dataset as long as you declare the extra sources.
I03076,U0574,H023,question,2026-06-24T10:56:39,Are we expected to present on the main stage or at our table?
I03077,U0574,H023,comment,2026-07-10T08:53:33,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I03078,U0574,,comment,2024-06-03T22:58:30,The mentor feedback on scoping was the single most useful thing this weekend.
I03079,U0574,H023,comment,2026-07-10T16:32:02,"The graph database workshop was much better than I expected, worth the hour."
I03080,U0577,H003,discord_message,2024-04-19T21:42:21,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I03081,U0577,,discord_message,2025-04-22T13:35:46,can someone take screenshots for the submission while i fix the deploy
I03082,U0577,,answered_question,2024-07-04T08:29:49,"Judges look at the running product first, code only if they have doubts."
I03083,U0577,,comment,2024-08-18T09:24:03,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I03084,U0578,H017,question,2025-09-20T09:26:55,Are teams allowed to be four people or is three the cap this time?
I03085,U0578,H017,answered_question,2025-10-10T20:07:18,Rate limit is 60 requests per minute per key. Batch your calls.
I03086,U0578,,answered_question,2026-03-13T16:13:33,"For offline auth just stub it and say so, nobody marks you down for that."
I03087,U0579,,comment,2025-10-01T13:39:57,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I03088,U0579,,comment,2025-10-01T23:39:18,Anyone have a spare USB-C charger? Ours walked off.
I03089,U0579,H016,question,2025-08-15T08:37:05,Do judges want to see the code or just the running product?
I03090,U0581,H024,comment,2026-08-21T08:31:00,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I03091,U0581,,comment,2026-06-20T18:35:44,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I03092,U0581,H024,comment,2026-08-04T16:11:57,"Judging felt fair this time, the rubric being published in advance helped a lot."
I03093,U0582,H004,question,2024-05-19T09:09:59,"How long do we get for the demo, including questions?"
I03094,U0582,H016,answered_question,2025-08-27T23:21:31,You get three minutes plus two for questions. They are strict about it.
I03095,U0582,,comment,2024-05-27T09:17:36,"Our demo broke live and we still placed, so do not panic if yours does."
I03096,U0582,H007,workshop_attended,2024-09-13T16:40:42,
I03097,U0582,,profile_update,2025-06-21T08:20:59,
I03098,U0582,,question,2026-06-03T14:09:14,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I03099,U0583,H018,comment,2025-11-14T16:10:09,Coffee has run out on floor 2 for anyone planning their next hour around it.
I03100,U0583,H011,comment,2025-02-16T23:20:09,"Our demo broke live and we still placed, so do not panic if yours does."
I03101,U0583,,comment,2026-03-31T20:08:00,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I03102,U0583,H011,question,2025-02-12T08:25:13,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I03103,U0583,H011,question,2025-02-19T23:22:17,Are teams allowed to be four people or is three the cap this time?
I03104,U0583,H018,discord_message,2025-11-18T15:18:40,"going to sleep for 90 minutes, ping me if the build breaks"
I03105,U0583,,comment,2026-03-19T08:49:32,"Our demo broke live and we still placed, so do not panic if yours does."
I03106,U0583,H018,workshop_attended,2025-11-29T14:56:34,
I03107,U0584,,comment,2026-03-10T15:47:09,"The graph database workshop was much better than I expected, worth the hour."
I03108,U0584,,question,2025-02-22T19:32:08,Are we expected to present on the main stage or at our table?
I03109,U0584,,discord_message,2024-08-09T23:23:14,"last commit before freeze, do not push anything after this"
I03110,U0584,,question,2026-07-07T17:26:03,What is the best way to handle auth for a demo that has to work offline?
I03111,U0584,H013,comment,2025-05-10T19:17:16,The mentor feedback on scoping was the single most useful thing this weekend.
I03112,U0584,H006,discord_message,2024-08-17T09:08:34,"moving our table to near the power outlets, we are at 22 now"
I03113,U0584,H013,comment,2025-04-30T18:24:07,"Our team is two people short, DM me if you want to join a GenAI track build."
I03114,U0584,H013,comment,2025-05-05T14:57:42,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I03115,U0584,H016,comment,2025-08-27T08:45:45,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I03116,U0584,,question,2025-01-02T20:47:22,"What counts as ""using"" the sponsor tech for the prize track?"
I03117,U0584,H006,comment,2024-08-03T18:34:04,Anyone have a spare USB-C charger? Ours walked off.
I03118,U0584,H006,answered_question,2024-07-31T17:58:32,"If your deployment dies they will let you show a recording, but tell them beforehand."
I03119,U0584,H001,question,2024-01-23T15:09:22,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I03120,U0584,H016,discord_message,2025-08-31T17:50:55,anyone awake? stuck on a merge conflict in the schema file
I03121,U0584,,profile_update,2024-03-22T15:39:45,
I03122,U0584,H001,discord_message,2024-01-14T20:50:55,"found the bug, it was a timezone thing in the date parsing"
I03123,U0585,H024,answered_question,2026-07-26T08:36:41,"Judges look at the running product first, code only if they have doubts."
I03124,U0585,,discord_message,2026-08-20T09:24:40,anyone awake? stuck on a merge conflict in the schema file
I03125,U0585,H021,profile_update,2026-04-13T18:23:46,
I03126,U0585,,question,2025-05-09T17:14:09,"How long do we get for the demo, including questions?"
I03127,U0585,H021,question,2026-03-24T21:27:19,Is model fine-tuning allowed or is it inference only?
I03128,U0585,H024,question,2026-07-29T11:22:29,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I03129,U0585,H016,comment,2025-08-24T20:58:58,"Our team is two people short, DM me if you want to join a GenAI track build."
I03130,U0585,H024,discord_message,2026-08-04T15:07:20,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I03131,U0585,H016,profile_update,2025-09-08T10:48:44,
I03132,U0585,H020,comment,2026-02-14T14:04:20,Coffee has run out on floor 2 for anyone planning their next hour around it.
I03133,U0585,H024,question,2026-08-13T12:43:24,Can one person be on two teams for different tracks?
I03134,U0587,H009,comment,2024-11-20T11:27:55,Does the sponsor prize require using their hosted version or is self-hosted fine?
I03135,U0587,H009,discord_message,2024-11-26T19:36:22,"pushing the fix now, pull before you touch the retrieval service"
I03136,U0587,H009,question,2024-12-07T08:28:42,What is the best way to handle auth for a demo that has to work offline?
I03137,U0587,H009,comment,2024-12-02T22:16:38,Coffee has run out on floor 2 for anyone planning their next hour around it.
I03138,U0588,H014,comment,2025-06-10T23:58:13,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I03139,U0588,H003,comment,2024-03-23T12:20:57,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I03140,U0588,H003,profile_update,2024-04-20T14:53:47,
I03141,U0588,H014,discord_message,2025-06-24T21:09:40,"moving our table to near the power outlets, we are at 22 now"
I03142,U0588,H014,profile_update,2025-06-24T17:04:58,
I03143,U0588,,discord_message,2026-06-11T11:15:41,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I03144,U0588,H014,discord_message,2025-06-20T17:56:09,"demo script is in the shared doc, please read it before we rehearse"
I03145,U0589,,answered_question,2026-02-19T22:09:22,Rate limit is 60 requests per minute per key. Batch your calls.
I03146,U0589,,question,2026-07-22T21:54:51,Are we expected to present on the main stage or at our table?
I03147,U0590,H001,question,2024-01-27T10:52:15,What happens if our deployment goes down during judging?
I03148,U0590,H013,comment,2025-05-09T11:40:47,Finally got the deployment working. The build was failing because of a Node version mismatch.
I03149,U0590,H001,comment,2024-01-16T08:55:34,Anyone have a spare USB-C charger? Ours walked off.
I03150,U0590,H019,question,2026-01-04T21:27:12,"What counts as ""using"" the sponsor tech for the prize track?"
I03151,U0590,H019,comment,2026-01-02T08:43:19,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I03152,U0590,,answered_question,2025-10-17T15:28:48,You get three minutes plus two for questions. They are strict about it.
I03153,U0590,H001,comment,2024-01-12T18:00:58,The mentor feedback on scoping was the single most useful thing this weekend.
I03154,U0591,,question,2026-05-11T14:55:30,Can one person be on two teams for different tracks?
I03155,U0593,H021,discord_message,2026-04-03T21:33:51,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I03156,U0593,H008,comment,2024-10-31T23:13:34,Really liked that the results were announced with the score breakdown.
I03157,U0593,H019,comment,2026-01-16T23:33:39,"Our demo broke live and we still placed, so do not panic if yours does."
I03158,U0593,H008,comment,2024-10-24T09:49:47,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I03159,U0593,H021,discord_message,2026-04-06T14:52:25,"moving our table to near the power outlets, we are at 22 now"
I03160,U0593,H016,comment,2025-08-29T14:17:16,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I03161,U0593,H016,question,2025-08-14T14:23:14,What is the best way to handle auth for a demo that has to work offline?
I03162,U0594,H001,discord_message,2024-01-14T08:10:18,"moving our table to near the power outlets, we are at 22 now"
I03163,U0594,H001,answered_question,2024-01-02T09:56:29,"Use a hotspot for the demo, the venue wifi drops under load every year."
I03164,U0594,H001,question,2024-01-18T11:02:04,Are we expected to present on the main stage or at our table?
I03165,U0594,,workshop_attended,2026-01-15T22:51:52,
I03166,U0596,,profile_update,2026-01-21T17:10:37,
I03167,U0596,,comment,2024-05-14T17:55:17,The mentor feedback on scoping was the single most useful thing this weekend.
I03168,U0596,,comment,2025-03-03T14:07:17,"Our team is two people short, DM me if you want to join a GenAI track build."
I03169,U0596,,comment,2026-09-18T14:02:01,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I03170,U0596,H011,comment,2025-02-23T23:12:51,"The graph database workshop was much better than I expected, worth the hour."
